Sample,Latitude,Longtitude,Type of sample,   SiO2  ,   TiO2  ,   Al2O3 ,Fe2O3,   FeO   ,   MnO   ,   MgO   ,   CaO   ,   Na2O  ,   K2O   ,   P2O5  ,   F     ,   SO3,S,   Cl    ,LOI,CO2,Original total,Ba,Co,Cr,Cs,Li,Ni,Rb,Sr,V,Zr
K12-20-1,52.65258,158.16685,Coarse ash,69.5,0.66,15.94,,2.66,0.04,0.71,2.16,4.82,3.16,0.18,0.11,0.03,,0.12,5.54,,94.46,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,69.83,0.65,15.63,,2.64,0.15,0.63,1.9,5.02,3.22,0.13,0.13,0.03,,0.12,5.45,,94.55,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,73.42,0.43,14.77,,1.46,0.05,0.23,0.91,4.81,3.7,0.07,0.02,0.01,,0.16,5.62,,94.38,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,73.85,0.48,14.51,,1.32,0.09,0.21,0.84,4.67,3.75,0.06,0.09,0.04,,0.16,5.41,,94.59,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,73.58,0.58,14.79,,1.37,0.13,0.23,0.88,4.38,3.74,0.09,0.12,0.04,,0.15,5.61,,94.39,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,72.47,0.48,15.45,,1.35,0.11,0.24,0.98,4.75,3.83,0.08,0.15,0.04,,0.16,5.79,,94.21,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,69.45,0.69,15.73,,2.66,0.18,0.81,2.32,4.79,3.07,0.18,0,0.03,,0.1,4.81,,95.19,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,68.5,0.72,15.94,,2.99,0.11,0.91,2.58,5.05,2.96,0.16,0,0,,0.11,5.16,,94.84,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,71.57,0.48,15.11,,2.04,0.07,0.49,1.47,5.1,3.39,0.09,0.05,0.06,,0.13,5.05,,94.95,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,73.61,0.53,14.74,,1.55,0.09,0.24,0.85,4.43,3.73,0.11,0.01,0.02,,0.14,5.69,,94.31,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,70.86,0.55,15.51,,2.27,0.11,0.57,1.73,4.78,3.4,0.12,0,0.01,,0.12,6.25,,93.75,,,,,,,,,,
K12-20-1,52.65258,158.16685,Coarse ash,72.79,0.49,15.11,,1.51,0.09,0.23,0.9,4.91,3.63,0.13,0.06,0.04,,0.17,5.64,,94.36,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,66.69,0.91,15.59,,3.79,0.13,1.35,3.4,4.81,2.89,0.3,0.01,0.1,,0.06,1.38,,98.62,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,61.51,1.16,15.72,,6.51,0.17,2.31,4.73,4.79,2.38,0.44,0.07,0.15,,0.1,0.86,,99.14,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,61.97,1.17,15.77,,6.07,0.24,2.37,4.46,4.76,2.45,0.5,0.08,0.13,,0.08,1.91,,98.09,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,67.52,0.88,15.15,,3.8,0.18,1.26,2.96,5,2.89,0.22,0,0.07,,0.09,2.66,,97.34,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,70.73,0.61,15.08,,2.5,0.08,0.62,1.84,4.84,3.47,0.11,0,0.08,,0.07,3,,97,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,60.81,1.25,15.51,,6.71,0.18,2.43,5.1,4.84,2.32,0.49,0.05,0.26,,0.09,2.22,,97.78,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,70.74,0.59,15.01,,2.51,0.11,0.66,1.68,5.35,3.07,0.12,0.02,0.08,,0.11,2.12,,97.88,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,70.83,0.62,15.12,,2.75,0.13,0.55,1.65,5.01,3.07,0.12,0,0.06,,0.1,3.16,,96.84,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,70.68,0.62,15.13,,2.36,0.14,0.54,1.99,5.2,3.14,0.09,0.05,0.02,,0.09,3.31,,96.69,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,67.29,0.81,15.13,,3.89,0.07,1.31,3.27,4.81,3.03,0.16,0.07,0.15,,0.07,2.05,,97.95,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,62.05,1.23,15.93,,5.86,0.14,2.15,4.51,4.82,2.57,0.52,0.06,0.1,,0.1,1.27,,98.73,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,60.9,1.24,16.02,,6.56,0.18,2.45,4.86,4.65,2.28,0.58,0.07,0.18,,0.07,1.14,,98.86,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,66.9,0.89,15.68,,3.5,0.13,1.1,3.1,5.22,3.12,0.25,0.01,0.04,,0.1,2.42,,97.58,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,68.47,0.77,15.23,,3.47,0.16,0.88,2.42,5.1,3.02,0.23,0.17,0.06,,0.1,2.48,,97.52,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,66.32,0.9,15.35,,4.26,0.17,1.48,3.24,5,2.88,0.31,0,0.04,,0.08,2.97,,97.03,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,66.74,0.83,14.92,,4.26,0.23,1.67,3.39,4.8,2.78,0.23,0.01,0.09,,0.08,2.4,,97.6,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,60.94,1.26,15.87,,6.86,0.21,2.17,4.83,4.65,2.35,0.53,0.06,0.2,,0.1,1.07,,98.93,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,70.94,0.66,14.88,,2.64,0.12,0.56,1.71,5.1,3.17,0.08,0.04,0.04,,0.11,3.24,,96.76,,,,,,,,,,
K12-19-3,52.64964,158.16182,Lapilli and coarse ash,62.96,1.1,15.76,,5.57,0.15,2.12,4.55,4.71,2.39,0.45,0.07,0.13,,0.08,2.47,,97.53,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.01,0.46,12.48,,2.37,0.19,0.29,1.53,4.23,3.3,0.05,0.05,0,,0.09,3.84,,96.16,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.6,0.48,12.63,,2.32,0.14,0.3,1.37,3.83,3.18,0.05,0.03,0,,0.1,4.07,,95.93,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.28,0.42,12.94,,2.44,0.01,0.32,1.48,3.87,3.12,0.02,0.06,0,,0.08,4.65,,95.35,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.26,0.48,12.6,,2.29,0.05,0.28,1.43,4.22,3.22,0.04,0.07,0.02,,0.09,4.14,,95.86,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.35,0.44,12.66,,2.2,0.09,0.34,1.54,3.99,3.21,0.01,0.14,0,,0.1,3.92,,96.08,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.11,0.48,12.73,,2.3,0.08,0.32,1.44,4.11,3.22,0.06,0.09,0.02,,0.09,4.13,,95.87,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.17,0.44,12.56,,2.33,0.1,0.3,1.43,4.15,3.3,0.07,0.08,0.03,,0.11,3.51,,96.49,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.53,0.47,12.35,,2.47,0.08,0.28,1.34,4.18,3.16,0.02,0.07,0,,0.09,3.8,,96.2,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.3,0.48,12.57,,2.38,0.08,0.31,1.41,4.12,3.24,0.05,0,0,,0.08,4.2,,95.8,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.16,0.5,12.42,,2.43,0.05,0.33,1.51,4.25,3.17,0.08,0,0.03,,0.11,4.09,,95.91,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,74.09,0.51,12.68,,3.03,0.1,0.34,1.85,4.2,3.04,0.08,0.04,0,,0.08,3.8,,96.2,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,74.82,0.48,12.54,,2.52,0.07,0.29,1.49,4.34,3.25,0.07,0.11,0,,0.08,3.55,,96.45,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.43,0.45,12.42,,2.49,0.03,0.28,1.28,4.25,3.26,0.03,0,0.01,,0.09,4.55,,95.45,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.54,0.44,12.44,,2.34,0.05,0.3,1.38,4.04,3.32,0.03,0.07,0,,0.08,4.43,,95.57,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.19,0.46,12.36,,2.62,0.06,0.41,1.39,4.16,3.22,0.05,0,0,,0.11,3.73,,96.27,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.03,0.46,12.61,,2.5,0.09,0.32,1.3,4.17,3.3,0.04,0.14,0.02,,0.09,3.81,,96.19,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.84,0.48,12.36,,2.34,0,0.28,1.27,4.02,3.21,0.05,0.13,0,,0.1,3.53,,96.47,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.3,0.48,12.57,,2.48,0.04,0.32,1.47,3.94,3.28,0.02,0.03,0,,0.11,3.77,,96.23,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.79,0.5,12.42,,2.14,0.06,0.25,1.33,4.03,3.26,0.04,0.14,0.03,,0.09,3.25,,96.75,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,72.38,0.47,14.25,,2.78,0.05,0.42,2.68,4.09,2.68,0.08,0.03,0.03,,0.08,3.28,,96.72,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,71.27,0.74,13.35,,4.69,0.14,0.56,2.34,3.91,2.8,0.08,0.08,0,,0.1,2.59,,97.41,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,73.81,0.56,12.69,,3.29,0,0.41,1.86,4.17,3.09,0.05,0,0,,0.07,3.56,,96.44,,,,,,,,,,
C-42b,52.46151,158.18897,Pumice lapilli,75.56,0.47,12.55,,2.19,0.12,0.27,1.41,4.03,3.28,0.01,0.06,0.01,,0.08,3.52,,96.48,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.3,0.09,12.88,,0.63,0.08,0.09,0.84,3.77,4.14,0.05,0,0.04,,0.12,1.49,,98.51,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.27,0.11,12.89,,0.68,0.13,0.11,0.85,3.7,4.17,0,0,0,,0.12,1.45,,98.55,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.41,0.11,12.79,,0.65,0.17,0.08,0.8,3.76,4.12,0.01,0,0.02,,0.12,1.39,,98.61,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.56,0.11,12.74,,0.65,0.13,0.09,0.81,3.74,4.05,0.01,0,0.02,,0.12,1.83,,98.17,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.36,0.09,12.8,,0.82,0.11,0.1,0.83,3.74,4.05,0,0,0,,0.12,1.79,,98.21,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.23,0.06,12.92,,0.65,0.16,0.08,0.84,3.86,4.11,0,0,0,,0.12,2.07,,97.93,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,76.99,0.12,13.02,,0.65,0.13,0.09,0.81,3.9,4.18,0,0,0.03,,0.12,1.67,,98.33,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.26,0.12,12.8,,0.7,0.11,0.14,0.84,3.75,4.1,0.05,0,0.04,,0.12,1.5,,98.5,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.08,0.11,13.15,,0.69,0.04,0.1,0.83,3.79,4.09,0.01,0,0.02,,0.12,1.02,,98.98,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.23,0.11,12.99,,0.65,0.05,0.11,0.83,3.77,4.18,0.01,0,0,,0.12,1.52,,98.48,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.51,0.11,12.77,,0.62,0.09,0.11,0.79,3.75,4.12,0.05,0,0,,0.11,0.84,,99.16,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.39,0.1,12.81,,0.67,0.07,0.06,0.81,3.81,4.14,0.03,0,0.03,,0.11,1.01,,98.99,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.5,0.13,12.76,,0.71,0.07,0.09,0.79,3.72,4.12,0,0,0.02,,0.12,0.72,,99.28,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.15,0.11,12.85,,0.7,0.05,0.13,0.8,3.95,4.08,0.04,0,0.04,,0.11,0.92,,99.08,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.25,0.11,12.89,,0.59,0.1,0.1,0.83,3.8,4.18,0.03,0,0.04,,0.11,1.64,,98.36,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.64,0.1,12.75,,0.51,0.08,0.1,0.82,3.68,4.21,0,0,0.02,,0.12,1.33,,98.67,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.44,0.08,12.93,,0.7,0,0.12,0.82,3.68,4.08,0.04,0,0.01,,0.11,3.31,,96.69,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.61,0.1,12.77,,0.64,0.11,0.09,0.84,3.72,4.01,0,0,0.01,,0.14,3.4,,96.6,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.31,0.12,13.02,,0.65,0.08,0.12,0.78,3.81,4,0.01,0,0,,0.12,2.93,,97.07,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.04,0.1,13.15,,0.65,0.08,0.13,0.85,3.82,4.07,0.01,0,0.01,,0.13,7.59,,92.41,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.31,0.08,12.98,,0.68,0.13,0.13,0.81,3.76,4.02,0,0,0,,0.12,2.68,,97.32,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.44,0.1,13.02,,0.57,0.07,0.09,0.79,3.77,4.01,0.03,0,0,,0.13,3.35,,96.65,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.51,0.08,12.95,,0.49,0.06,0.1,0.79,3.79,4.14,0.01,0,0,,0.11,1.42,,98.58,,,,,,,,,,
1532,52.7163,157.341,Pumice lapilli,77.37,0.07,12.93,,0.62,0.12,0.13,0.82,3.82,4.01,0,0,0.01,,0.13,1.2,,98.8,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.09,0.1,13.02,,0.7,0.1,0.1,0.77,4.07,3.89,0.02,0.07,0.02,,0.1,2.26,,97.74,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.43,0.11,12.85,,0.78,0.16,0.08,0.78,3.88,3.83,0,0.01,0,,0.13,2.12,,97.88,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.92,0.07,12.61,,0.51,0.11,0.09,0.63,3.99,3.99,0.01,0.01,0,,0.09,2.47,,97.53,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.63,0.11,12.8,,0.64,0.08,0.07,0.62,3.92,3.98,0.04,0,0.01,,0.12,3.94,,96.06,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.51,0.11,12.8,,0.67,0.11,0.09,0.67,4.03,3.92,0.02,0,0,,0.12,2.44,,97.56,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.98,0.09,12.64,,0.58,0.03,0.05,0.67,3.82,4.04,0,0,0,,0.1,4.85,,95.15,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.29,0.09,13.1,,0.64,0.1,0.1,0.75,3.99,3.8,0.02,0.02,0.02,,0.13,2.22,,97.78,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.17,0.1,13.06,,0.57,0.14,0.11,0.74,4.06,3.89,0.02,0.04,0.02,,0.13,2.77,,97.23,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.72,0.09,12.72,,0.57,0.07,0.09,0.65,3.89,4,0.04,0.1,0,,0.12,2.31,,97.69,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.73,0.08,12.73,,0.58,0.1,0.05,0.66,4.02,3.95,0.03,0,0,,0.1,3.18,,96.82,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.9,0.07,12.72,,0.57,0.1,0.03,0.64,3.93,3.95,0.01,0,0,,0.11,2.59,,97.41,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.91,0.07,12.97,,0.44,0.07,0.05,0.62,3.8,3.98,0,0,0.01,,0.1,1.79,,98.21,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.85,0.09,12.76,,0.52,0.1,0.06,0.64,3.9,3.97,0.04,0,0,,0.09,3.87,,96.13,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.73,0.05,12.72,,0.71,0.12,0.09,0.67,3.85,3.98,0,0,0,,0.12,2.19,,97.81,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.69,0.1,12.86,,0.6,0.13,0.07,0.63,3.89,3.92,0,0.03,0.01,,0.12,2.35,,97.65,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.82,0.1,12.9,,0.46,0.04,0.06,0.65,3.83,4.01,0.02,0.04,0,,0.11,4.28,,95.72,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.8,0.08,12.73,,0.56,0.1,0.08,0.67,3.84,4.01,0.02,0,0.03,,0.11,5.93,,94.07,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.98,0.07,12.77,,0.47,0.13,0.04,0.65,3.82,3.96,0.02,0,0,,0.1,2.07,,97.93,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.81,0.06,12.78,,0.57,0.13,0.08,0.65,3.9,3.9,0,0.03,0.02,,0.1,1.44,,98.56,,,,,,,,,,
K11-41-13,52.6302,157.483,Pumice lapilli,77.96,0.08,12.71,,0.54,0.1,0.07,0.59,3.82,4.03,0.01,0.02,0,,0.1,2.58,,97.42,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.35,0.69,16.04,,3.37,0.11,0.84,3.09,4.5,3.65,0.25,0,0,,0.14,0.99,,99.01,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,66.62,0.66,16.46,,3.57,0.13,0.89,3.26,4.53,3.48,0.23,0.08,0.02,,0.14,0,,100.35,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.21,0.72,16.14,,3.28,0.09,0.82,2.9,4.79,3.69,0.23,0.04,0.01,,0.13,0.65,,99.35,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,68.31,0.72,16.73,,3.56,0.15,0.9,3.21,2.55,3.56,0.14,0.1,0.02,,0.13,1.79,,98.21,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.54,0.72,15.92,,3.42,0.18,0.92,2.63,4.42,3.85,0.26,0,0.03,,0.14,0.58,,99.42,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.54,0.71,15.87,,3.38,0.07,0.93,2.76,4.54,3.82,0.2,0.07,0.02,,0.14,0.66,,99.34,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.28,0.73,15.76,,3.77,0.12,0.94,2.71,4.55,3.75,0.26,0,0,,0.16,0.06,,99.94,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.48,0.71,15.94,,3.66,0.07,0.82,2.71,4.46,3.81,0.19,0.03,0.02,,0.14,0.73,,99.27,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.26,0.78,15.76,,3.99,0.04,0.91,2.8,4.41,3.73,0.22,0,0,,0.14,0.52,,99.48,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.89,0.72,15.84,,3.37,0.13,0.9,2.63,4.25,3.87,0.28,0.03,0.01,,0.14,0.44,,99.56,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.68,0.74,15.91,,3.36,0.09,0.93,2.74,4.32,3.85,0.27,0.02,0,,0.13,0.45,,99.55,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,68.53,0.76,15.83,,3.39,0.13,0.89,2.58,3.66,3.87,0.25,0,0.01,,0.14,1.04,,98.96,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.41,0.74,16,,3.29,0.11,0.99,2.84,4.43,3.83,0.22,0.04,0.01,,0.15,1.44,,98.56,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,66.98,0.7,15.99,,3.75,0.1,0.88,2.85,4.59,3.78,0.2,0.09,0,,0.15,0.48,,99.52,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,66.54,0.68,16,,3.99,0.05,0.98,2.93,4.72,3.76,0.16,0.1,0,,0.16,0.51,,99.49,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.31,0.7,15.75,,3.75,0.18,0.96,2.79,4.33,3.78,0.27,0.05,0.03,,0.16,0.22,,99.78,,,,,,,,,,
98-8-1,52.5509,157.459,Pumice lapilli,67.61,0.74,16.13,,3.36,0.11,0.82,2.69,4.43,3.81,0.2,0,0,,0.13,0,,100.21,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.46,0.1,13.32,,0.81,0.13,0.12,0.77,4.29,3.87,0.03,0,0.01,,0.12,1.6,,98.4,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.78,0.1,13.2,,0.77,0.13,0.08,0.79,4.12,3.91,0,0.05,0,,0.11,1.56,,98.44,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.94,0.08,13.21,,0.69,0.09,0.13,0.78,4.04,3.95,0,0,0,,0.11,1.82,,98.18,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,77.16,0.12,13.03,,0.67,0.05,0.09,0.77,4.06,3.95,0,0,0.02,,0.1,2.54,,97.46,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.74,0.11,13.13,,0.81,0.14,0.12,0.77,4.15,3.89,0.02,0.05,0,,0.12,1.9,,98.1,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,77.8,0.11,12.65,,0.58,0.1,0.12,0.72,3.96,3.86,0,0.06,0,,0.11,2.3,,97.7,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.61,0.09,13.1,,0.72,0.16,0.09,0.83,4.42,3.9,0,0,0,,0.11,1.86,,98.14,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,77.25,0.08,13.04,,0.48,0.1,0.09,0.78,4.1,3.9,0.01,0.09,0.02,,0.11,2.08,,97.92,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.87,0.11,13.17,,0.72,0.09,0.09,0.78,4.19,3.85,0.04,0,0,,0.12,1.35,,98.65,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,77.28,0.1,13.12,,0.51,0.1,0.07,0.76,3.98,3.99,0,0,0,,0.1,2.44,,97.56,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.89,0.11,13.21,,0.73,0.04,0.1,0.78,4.1,3.95,0.01,0,0,,0.09,1.58,,98.42,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.48,0.15,13.38,,0.77,0.12,0.16,0.8,4.16,3.78,0.06,0.04,0.02,,0.12,1.15,,98.85,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.33,0.18,13.27,,1.06,0.11,0.08,0.79,4.14,3.87,0.03,0,0.04,,0.14,0.98,,99.02,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.84,0.1,13.12,,0.61,0.2,0.1,0.78,4.23,3.9,0,0.06,0,,0.1,1.45,,98.55,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.77,0.1,13.21,,0.74,0.21,0.11,0.8,4.12,3.86,0.01,0,0,,0.11,1.25,,98.75,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.37,0.13,13.4,,0.77,0.15,0.14,0.79,4.27,3.86,0.03,0,0,,0.12,1.41,,98.59,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,77.15,0.09,13.19,,0.71,0.1,0.07,0.71,4.01,3.86,0.02,0.03,0,,0.1,1.93,,98.07,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.7,0.11,13.25,,0.68,0.07,0.09,0.82,4.27,3.89,0.01,0.02,0.01,,0.1,1.08,,98.92,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,76.38,0.12,13.49,,0.74,0.13,0.11,0.79,4.18,3.92,0.02,0.01,0.03,,0.11,1.91,,98.09,,,,,,,,,,
K12-13-2a,52.54556,157.40778,Pumice lapilli,77.74,0.14,12.68,,0.67,0.09,0.11,0.66,4.01,3.8,0,0,0,,0.11,1.43,,98.57,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,53.9,1.54,14.4,,10.1,0.26,5.09,9.12,3.71,1.31,0.43,0.09,0.02,,0.06,4.31,,95.69,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,54.61,1.55,14.42,,10.08,0.22,4.81,8.83,3.7,1.33,0.4,0.01,0,,0.06,4.23,,95.77,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,53.96,1.55,14.37,,10.23,0.12,5.26,9.24,3.45,1.29,0.44,0.03,0,,0.08,5.21,,94.79,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,53.84,1.65,14.16,,10.7,0.17,5,8.97,3.6,1.37,0.42,0.09,0,,0.1,5.7,,94.3,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,54.05,1.67,14.38,,10.35,0.17,5.07,9,3.48,1.33,0.43,0,0,,0.09,6.13,,93.87,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,53.73,1.67,14.29,,10.52,0.23,5.14,9.09,3.4,1.35,0.51,0.02,0,,0.08,4.45,,95.55,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,54.12,1.67,14.13,,10.24,0.19,5.03,9.01,3.68,1.32,0.49,0.05,0.01,,0.1,4.48,,95.52,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,53.87,1.65,14.05,,10.7,0.19,5.17,9.01,3.5,1.35,0.38,0.04,0.02,,0.09,4.47,,95.53,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,54.87,1.66,14.14,,10.48,0.21,4.77,8.51,3.19,1.58,0.5,0.04,0,,0.08,4.93,,95.07,,,,,,,,,,
K11-44,52.461,157.9839,Coarse ash,54.63,1.69,14.21,,10.36,0.18,4.87,8.7,3.21,1.52,0.53,0.03,0,,0.1,5.56,,94.44,,,,,,,,,,
