Sample,Latitude,Longtitude,Type of sample,   SiO2  ,   TiO2  ,   Al2O3 ,Fe2O3,   FeO   ,   MnO   ,   MgO   ,   CaO   ,   Na2O  ,   K2O   ,   P2O5  ,   F     ,   SO3,S,   Cl    ,LOI,CO2,Original total,Ba,Co,Cr,Cs,Li,Ni,Rb,Sr,V,Zr
00K67,56.5629,161.2187,Pumice lapilli,77.17,0.32,12.7,,1.01,0,0.15,0.87,4.28,3.37,0.06,0,0,,0.11,2.8,,97.2,,,,,,,,,,
00K67,56.5629,161.2187,Pumice lapilli,76.54,0.45,12.99,,1.02,0,0.13,0.99,4.53,3.25,0.02,0,0.01,,0.1,3.56,,96.44,,,,,,,,,,
00K67,56.5629,161.2187,Pumice lapilli,77.47,0.3,12.62,,1.04,0,0.15,0.77,4.16,3.36,0.04,0,0.02,,0.08,4.26,,95.74,,,,,,,,,,
00K67,56.5629,161.2187,Pumice lapilli,77.34,0.36,12.62,,0.81,0.08,0.13,0.8,4.28,3.44,0.05,0,0.03,,0.09,4.21,,95.79,,,,,,,,,,
00K67,56.5629,161.2187,Pumice lapilli,77.48,0.11,12.69,,0.89,0,0.09,0.98,4.38,3.29,0.01,0,0,,0.09,2.53,,97.47,,,,,,,,,,
00K67,56.5629,161.2187,Pumice lapilli,77.39,0.14,12.73,,1.02,0.06,0.16,0.83,4.29,3.25,0.06,0,0,,0.09,2.25,,97.75,,,,,,,,,,
00K67,56.5629,161.2187,Pumice lapilli,77.38,0.17,12.67,,0.97,0.09,0.13,0.81,4.22,3.45,0.04,0,0,,0.1,1.9,,98.1,,,,,,,,,,
00K67,56.5629,161.2187,Pumice lapilli,77.31,0.19,12.9,,1.02,0.03,0.17,0.84,4.15,3.29,0.03,0,0,,0.09,3.58,,96.42,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,74.55,0.22,14.64,,1.04,0.06,0.17,1.86,4.5,2.83,0.05,0,0.01,,0.12,2.3,,97.7,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,74.8,0.18,14.16,,1.22,0.06,0.19,1.68,4.77,2.81,0.01,0,0.03,,0.11,0.97,,99.03,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,76.15,0.24,13.57,,0.97,0,0.19,1.23,4.36,3.16,0.04,0,0.01,,0.12,2.26,,97.74,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,76.14,0.23,13.51,,1.2,0.05,0.22,1.15,4.18,3.19,0.03,0.01,0,,0.11,2.13,,97.87,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,73.59,0.18,15.26,,1.07,0,0.13,2.16,4.88,2.62,0.02,0,0.02,,0.1,1.06,,98.94,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,75.18,0.24,14.25,,1.21,0,0.19,1.67,4.31,2.84,0.02,0,0,,0.12,0.55,,99.45,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,76.23,0.26,13.44,,0.99,0.04,0.31,1.22,4.16,3.18,0.04,0.06,0,,0.12,1.67,,98.33,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,75.9,0.22,13.53,,1.3,0,0.2,1.08,4.41,3.21,0.05,0,0,,0.14,1.28,,98.72,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,76.39,0.24,13.43,,1.06,0.01,0.2,1.05,4.2,3.27,0.02,0.06,0,,0.13,1.89,,98.11,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,75.77,0.26,13.54,,1.07,0.01,0.21,1.3,4.61,3.1,0.03,0,0.01,,0.14,5.14,,94.86,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,75.49,0.21,14,,1.01,0,0.21,1.51,4.44,3.01,0.03,0,0,,0.12,3.53,,96.47,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,75.69,0.25,13.45,,1.41,0.09,0.39,1.31,4.13,3.11,0.05,0,0.02,,0.12,0.76,,99.24,,,,,,,,,,
734-6,56.676,161.233,Pumice lapilli,74.8,0.26,13.77,,1.46,0.09,0.58,1.64,4.27,2.94,0.05,0.04,0.01,,0.13,3.66,,96.34,,,,,,,,,,
734-8,56.676,161.233,Pumice lapilli,78,0.21,12.39,,0.98,0.06,0.17,0.81,3.84,3.43,0.03,0,0.02,,0.08,3.2,,96.8,,,,,,,,,,
734-8,56.676,161.233,Pumice lapilli,77.59,0.2,12.87,,0.92,0.13,0.12,0.93,3.76,3.31,0.05,0.04,0.01,,0.1,3.49,,96.51,,,,,,,,,,
734-8,56.676,161.233,Pumice lapilli,77.42,0.28,12.68,,1.05,0.03,0.13,0.88,4.01,3.41,0.03,0.01,0,,0.09,4.14,,95.86,,,,,,,,,,
734-8,56.676,161.233,Pumice lapilli,75.19,0.22,14.33,,1,0.03,0.12,1.65,4.63,2.73,0.02,0.03,0.01,,0.08,1.29,,98.71,,,,,,,,,,
734-8,56.676,161.233,Pumice lapilli,76.99,0.21,13.21,,0.92,0.02,0.12,1.01,4.15,3.26,0.04,0,0,,0.08,1.44,,98.56,,,,,,,,,,
734-8,56.676,161.233,Pumice lapilli,76.83,0.23,12.91,,0.83,0,0.12,0.99,4.63,3.36,0,0,0.02,,0.11,5.79,,94.21,,,,,,,,,,
734-8,56.676,161.233,Pumice lapilli,76.69,0.23,12.95,,1.24,0.07,0.12,1.03,4.24,3.29,0.07,0,0,,0.1,6.39,,93.61,,,,,,,,,,
734-8,56.676,161.233,Pumice lapilli,77.79,0.23,12.55,,1.22,0.06,0.11,0.71,3.74,3.45,0.02,0.03,0,,0.11,1.25,,98.75,,,,,,,,,,
734-8,56.676,161.233,Pumice lapilli,75.62,0.21,13.82,,1.09,0.05,0.16,1.4,4.61,2.89,0.03,0.08,0,,0.08,1.28,,98.72,,,,,,,,,,
734-8,56.676,161.233,Pumice lapilli,77.36,0.25,12.47,,1.15,0.06,0.15,0.92,4.07,3.45,0,0.01,0.03,,0.09,5.33,,94.67,,,,,,,,,,
757-5,56.5672,161.138,Pumice lapilli,76.14,0.26,13.52,,1.22,0,0.31,1.37,4.04,2.97,0.04,0,0.01,,0.17,6.22,,93.78,,,,,,,,,,
757-5,56.5672,161.138,Pumice lapilli,76.16,0.29,13.37,,1.17,0.06,0.25,1.26,4.33,2.91,0.06,0,0.02,,0.16,2.34,,97.66,,,,,,,,,,
757-5,56.5672,161.138,Pumice lapilli,76.36,0.24,13.43,,0.97,0.04,0.29,1.26,4.51,2.75,0.03,0,0,,0.15,2,,98,,,,,,,,,,
757-5,56.5672,161.138,Pumice lapilli,76.2,0.24,13.46,,1.13,0.04,0.27,1.24,4.47,2.84,0,0.02,0,,0.14,1.45,,98.55,,,,,,,,,,
757-5,56.5672,161.138,Pumice lapilli,77.04,0.23,13.5,,1.11,0.04,0.29,1.28,3.42,2.94,0,0,0.01,,0.17,3.8,,96.2,,,,,,,,,,
00K45(2) ,56.5331,161.462,Pumice lapilli,76.24,0.18,13.4,,1.12,0.1,0.27,1.14,4.33,3,0.05,0,0.03,,0.19,1.7,,98.3,,,,,,,,,,
00K45(2) ,56.5331,161.462,Pumice lapilli,76.32,0.16,13.43,,1.11,0,0.23,1.29,4.31,2.96,0.04,0,0.02,,0.18,2.15,,97.85,,,,,,,,,,
00K45(2) ,56.5331,161.462,Pumice lapilli,76.1,0.17,13.46,,1.13,0.06,0.24,1.15,4.51,3,0.03,0,0.03,,0.16,3.94,,96.06,,,,,,,,,,
00K45(2) ,56.5331,161.462,Pumice lapilli,76.19,0.21,13.29,,1.16,0.04,0.27,1.24,4.36,3.03,0.04,0,0.02,,0.18,1.68,,98.32,,,,,,,,,,
00K45(2) ,56.5331,161.462,Pumice lapilli,76.25,0.29,13.13,,1.05,0,0.24,1.19,4.47,3.13,0.05,0,0.07,,0.17,1.57,,98.43,,,,,,,,,,
00K45(2) ,56.5331,161.462,Pumice lapilli,75.85,0.11,13.32,,1.36,0.04,0.28,1.27,4.5,3.07,0.05,0,0,,0.18,2.46,,97.54,,,,,,,,,,
00K45(2) ,56.5331,161.462,Pumice lapilli,75.82,0.33,13.22,,1.3,0.02,0.26,1.26,4.48,3.11,0.02,0,0.04,,0.17,1.96,,98.04,,,,,,,,,,
00K45(2) ,56.5331,161.462,Pumice lapilli,75.83,0.13,13.17,,1.39,0.08,0.3,1.31,4.58,3.02,0.03,0,0.03,,0.18,1.15,,98.85,,,,,,,,,,
00K45(2) ,56.5331,161.462,Pumice lapilli,75.94,0.22,13.17,,1.35,0.1,0.25,1.28,4.52,2.98,0.05,0,0.01,,0.17,1.89,,98.11,,,,,,,,,,
00K45(2) ,56.5331,161.462,Pumice lapilli,76.02,0.28,13.41,,1.11,0.09,0.29,1.27,4.41,2.96,0.04,0,0.01,,0.17,1.16,,98.84,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.83,0.29,12.69,,1.17,0.04,0.22,1.04,4.41,3.12,0.06,0,0,,0.16,2.16,,97.84,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.86,0.27,12.78,,1.02,0.07,0.22,1.03,4.51,3.05,0.02,0,0.03,,0.17,2.62,,97.38,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.98,0.25,12.83,,1.06,0.02,0.2,1.08,4.32,3.11,0.04,0,0,,0.14,2.55,,97.45,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.25,0.2,13.1,,1.39,0.09,0.25,1.08,4.42,3.02,0.06,0,0.02,,0.15,2.04,,97.96,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.71,0.14,12.85,,1.17,0.1,0.22,0.97,4.53,3.12,0.06,0,0,,0.16,2.51,,97.49,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.62,0.35,12.88,,1.24,0.06,0.21,1.08,4.36,3.05,0.05,0,0,,0.13,1.27,,98.73,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.62,0.26,13.12,,1.15,0,0.22,1.09,4.38,3.04,0,0,0,,0.14,0.97,,99.03,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.6,0.19,12.82,,1.27,0.04,0.25,1.11,4.56,3.01,0.02,0,0.01,,0.16,2.53,,97.47,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.58,0.23,12.81,,1.44,0.06,0.24,0.96,4.54,3.03,0,0,0,,0.15,1.95,,98.05,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.42,0.28,13.05,,1.18,0.09,0.3,1.29,4.37,2.88,0.01,0,0,,0.14,1.46,,98.54,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,77,0.35,12.64,,1.01,0.02,0.2,1.04,4.51,3.05,0.02,0,0.02,,0.17,2,,98,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.62,0.16,12.85,,1.17,0,0.24,1.04,4.58,3.14,0.02,0,0.04,,0.18,1.84,,98.16,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.61,0.42,12.63,,1.41,0.09,0.21,1.06,4.29,3.08,0.07,0,0,,0.16,1.47,,98.53,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.93,0.2,12.73,,1.34,0.02,0.22,1.04,4.32,3.05,0.01,0,0.01,,0.18,2.58,,97.42,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,76.61,0.33,13.05,,1.21,0.02,0.22,1.05,4.34,3,0.02,0,0,,0.19,2.26,,97.74,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,77,0.23,12.89,,0.91,0,0.22,1.07,4.48,3.03,0.06,0,0.01,,0.15,2,,98,,,,,,,,,,
00K9,56.5232,161.4064,Pumice lapilli,77.12,0.23,12.72,,1.15,0.02,0.2,0.93,4.35,3.15,0.01,0,0,,0.14,4.43,,95.57,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,76.36,0.23,13.58,,1.08,0.04,0.27,1.23,4.25,2.8,0.03,0.01,0.02,,0.15,0.69,,99.31,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,76.19,0.25,13.61,,1.03,0,0.28,1.24,4.31,2.89,0.05,0,0.01,,0.17,0.19,,99.81,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,75.87,0.28,13.7,,1.11,0,0.26,1.24,4.48,2.84,0.03,0.06,0.04,,0.16,1.53,,98.47,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,76.1,0.22,13.38,,1.26,0.11,0.23,1.23,4.52,2.75,0.03,0,0.04,,0.16,1.09,,98.91,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,75.7,0.25,13.57,,1.2,0.07,0.25,1.22,4.7,2.8,0.07,0,0.05,,0.16,0.44,,99.56,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,75.72,0.23,13.45,,1.11,0.02,0.26,1.27,4.84,2.87,0.02,0.1,0.02,,0.15,1.07,,98.93,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,75.98,0.23,13.62,,1.14,0.04,0.29,1.19,4.42,2.91,0.05,0,0.01,,0.16,0.41,,99.59,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,75.94,0.25,13.73,,1.03,0.05,0.25,1.23,4.54,2.82,0.03,0,0.02,,0.14,1.19,,98.81,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,76.17,0.22,13.63,,1.1,0.05,0.25,1.26,4.37,2.81,0.03,0,0.01,,0.15,0.54,,99.46,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,75.68,0.21,13.58,,1.2,0.01,0.3,1.22,4.81,2.82,0.02,0,0.03,,0.15,1.59,,98.41,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,76.08,0.22,13.55,,1.12,0.01,0.28,1.24,4.39,2.89,0.03,0.03,0.03,,0.17,1.13,,98.87,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,76.01,0.21,13.6,,0.97,0.09,0.26,1.18,4.73,2.77,0.04,0.03,0,,0.15,0.86,,99.14,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,75.88,0.21,13.64,,1.22,0.04,0.26,1.19,4.52,2.89,0.01,0,0.04,,0.14,1.21,,98.79,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,76.14,0.22,13.46,,1.13,0.04,0.3,1.23,4.52,2.73,0.06,0.07,0,,0.17,1.65,,98.35,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,76.16,0.22,13.3,,1.25,0.03,0.26,1.21,4.66,2.78,0.03,0,0.01,,0.12,1.63,,98.37,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,75.85,0.23,13.48,,1.3,0,0.25,1.15,4.66,2.83,0.05,0.09,0.02,,0.15,3.08,,96.92,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,76.04,0.24,13.39,,1.17,0.05,0.3,1.24,4.57,2.78,0.04,0.03,0.04,,0.16,1.37,,98.63,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,76.02,0.24,13.53,,1.19,0.09,0.23,1.21,4.57,2.75,0.04,0,0.01,,0.16,1.77,,98.23,,,,,,,,,,
97049-1,56.6481,161.4506,Pumice lapilli,75.8,0.18,13.47,,1.29,0.04,0.27,1.19,4.68,2.82,0.05,0.07,0.05,,0.15,0.58,,99.42,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,76.67,0.24,13,,1.24,0.08,0.21,1.01,4.32,3.07,0.01,0.01,0.01,,0.16,0.64,,99.36,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,76.39,0.23,12.88,,1.38,0.04,0.25,1.08,4.58,3,0.02,0,0.01,,0.18,0.81,,99.19,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,76.62,0.25,12.92,,1.13,0.12,0.2,1.04,4.47,3.03,0.05,0.05,0.03,,0.18,1.08,,98.92,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,76.62,0.23,12.92,,1.37,0,0.19,1.09,4.43,2.99,0.01,0.03,0.02,,0.16,1.13,,98.87,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,76.69,0.22,13.09,,1.21,0.02,0.21,1.04,4.39,2.92,0.04,0,0.04,,0.17,1.34,,98.66,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,76.68,0.27,13.08,,1.15,0.09,0.23,1.04,4.2,3.07,0.03,0,0.04,,0.16,0.61,,99.39,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,76.86,0.26,12.88,,1.09,0.01,0.22,1.03,4.45,3.03,0.02,0.04,0.01,,0.15,1.29,,98.71,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,76.92,0.24,12.78,,1.14,0.05,0.2,1.06,4.47,2.98,0,0.01,0.02,,0.17,0.94,,99.06,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,76.34,0.23,13.22,,1.15,0.09,0.23,1.05,4.56,2.97,0.03,0,0.01,,0.16,0.88,,99.12,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,75.98,0.22,13.51,,1.16,0.11,0.28,1.33,4.41,2.85,0,0,0.02,,0.16,1.94,,98.06,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,75.61,0.22,13.5,,1.3,0.03,0.31,1.24,4.72,2.84,0.05,0.1,0.01,,0.15,1.52,,98.48,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,76.27,0.24,13.53,,1.07,0.05,0.23,1.18,4.43,2.85,0.02,0,0.01,,0.13,0.84,,99.16,,,,,,,,,,
97048-10,56.6544,161.578,Pumice lapilli,75.83,0.21,13.29,,1.36,0,0.31,1.28,4.64,2.9,0.03,0,0.01,,0.18,3.57,,96.43,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,75.8,0.12,13.75,,1.08,0.07,0.24,1.18,4.41,3.23,0.02,0,0,,0.14,4.32,,95.68,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.2,0.19,13.16,,1.25,0.06,0.23,1.08,4.46,3.15,0.04,0,0.03,,0.17,2.29,,97.71,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.33,0.34,12.91,,1.22,0,0.25,1.13,4.57,3.13,0.02,0,0,,0.15,2.11,,97.89,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.09,0.36,13.04,,1.27,0,0.23,1.19,4.51,3.13,0.06,0,0,,0.16,2.83,,97.17,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.39,0.2,12.95,,1.19,0.07,0.2,1.16,4.49,3.17,0.04,0,0.02,,0.16,2.46,,97.54,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.31,0.3,13.06,,1.1,0,0.24,1.09,4.6,3.14,0.02,0,0.01,,0.17,2.35,,97.65,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.46,0.08,13.12,,1.21,0.07,0.24,1.1,4.39,3.17,0,0,0.02,,0.15,4.15,,95.85,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.51,0.18,13.16,,1.21,0.03,0.21,1.13,4.27,3.14,0,0,0.04,,0.15,5.09,,94.91,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.32,0.3,13.01,,1.14,0.06,0.21,1.21,4.49,3.13,0,0,0.01,,0.15,2.34,,97.66,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.59,0.27,12.83,,1.19,0.12,0.26,1.08,4.39,3.13,0,0,0.02,,0.16,2.08,,97.92,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.66,0.23,13.01,,1.07,0.14,0.23,1.11,4.33,3.1,0,0,0.02,,0.13,3.56,,96.44,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.21,0.22,13.03,,1.25,0,0.33,1.32,4.43,3.08,0,0,0.02,,0.14,2.85,,97.15,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.5,0.27,13.01,,1.22,0.04,0.2,1.06,4.41,3.09,0.03,0,0.05,,0.16,5.01,,94.99,,,,,,,,,,
00K64,56.6887,161.1858,Pumice lapilli,76.47,0.26,13.11,,0.97,0.03,0.29,1.16,4.39,3.14,0.04,0,0.02,,0.16,3.77,,96.23,,,,,,,,,,
609-4,56.7201,161.389,Pumice lapilli,78.21,0.23,12.11,,0.8,0.04,0.14,0.71,4,3.61,0.02,0,0.01,,0.15,4.24,,95.76,,,,,,,,,,
609-4,56.7201,161.389,Pumice lapilli,77.72,0.25,12.27,,1.02,0.02,0.15,0.7,4.17,3.5,0.02,0.08,0.01,,0.17,2.4,,97.6,,,,,,,,,,
609-4,56.7201,161.389,Pumice lapilli,77.66,0.22,12.21,,0.96,0.05,0.15,0.74,4.21,3.55,0.05,0.07,0.02,,0.17,4.42,,95.58,,,,,,,,,,
609-4,56.7201,161.389,Pumice lapilli,78.36,0.23,11.99,,0.94,0.02,0.12,0.66,3.92,3.55,0,0.03,0.05,,0.16,1.33,,98.67,,,,,,,,,,
609-4,56.7201,161.389,Pumice lapilli,78.42,0.22,12.2,,0.7,0,0.11,0.65,3.89,3.65,0.03,0.01,0,,0.17,1.9,,98.1,,,,,,,,,,
97049-2 ,56.6481,161.4506,Pumice lapilli,78.52,0.16,11.93,,0.76,0.01,0.13,0.55,3.89,3.86,0.04,0,0.02,,0.16,1.79,,98.21,,,,,,,,,,
97049-2 ,56.6481,161.4506,Pumice lapilli,78.81,0.17,11.65,,0.86,0.05,0.1,0.51,3.88,3.81,0.03,0,0,,0.17,2.81,,97.19,,,,,,,,,,
97049-2 ,56.6481,161.4506,Pumice lapilli,78.39,0.3,12.12,,0.75,0.05,0.14,0.61,3.79,3.66,0.05,0,0.02,,0.15,3.28,,96.72,,,,,,,,,,
97049-2 ,56.6481,161.4506,Pumice lapilli,78.85,0.14,11.87,,0.69,0.02,0.11,0.52,3.68,3.94,0.01,0,0.04,,0.15,1.88,,98.12,,,,,,,,,,
97049-2 ,56.6481,161.4506,Pumice lapilli,78.68,0.21,11.83,,0.82,0.06,0.1,0.57,3.79,3.78,0.02,0,0.01,,0.17,0.96,,99.04,,,,,,,,,,
97049-2 ,56.6481,161.4506,Pumice lapilli,78.94,0.26,11.64,,0.9,0.02,0.1,0.55,3.63,3.83,0.01,0,0,,0.15,3.12,,96.88,,,,,,,,,,
97049-2 ,56.6481,161.4506,Pumice lapilli,78.82,0.12,11.84,,0.85,0.05,0.12,0.58,3.7,3.79,0,0,0.01,,0.16,0.42,,99.58,,,,,,,,,,
97049-3 ,56.6481,161.4506,Pumice lapilli,72.13,0.56,14.81,,1.9,0.04,0.66,2.24,4.7,2.73,0.07,0,0.05,,0.15,0.39,,99.61,,,,,,,,,,
97049-3 ,56.6481,161.4506,Pumice lapilli,72.08,0.51,14.88,,1.97,0.01,0.62,2.22,4.77,2.72,0.07,0,0.03,,0.16,0.5,,99.5,,,,,,,,,,
97049-3 ,56.6481,161.4506,Pumice lapilli,72.35,0.34,15.12,,1.85,0,0.59,2.22,4.59,2.74,0.07,0,0.03,,0.15,0.55,,99.45,,,,,,,,,,
97049-3 ,56.6481,161.4506,Pumice lapilli,72.33,0.38,14.88,,1.69,0,0.69,2.15,4.89,2.72,0.08,0,0.07,,0.16,0.89,,99.11,,,,,,,,,,
97049-3 ,56.6481,161.4506,Pumice lapilli,71.23,0.5,15.19,,2.32,0.06,0.59,2.17,4.99,2.77,0.04,0,0.03,,0.14,0.28,,99.72,,,,,,,,,,
97049-3 ,56.6481,161.4506,Pumice lapilli,71.87,0.53,14.91,,1.98,0.02,0.63,2.34,4.77,2.7,0.08,0,0.04,,0.15,0.06,,100.06,,,,,,,,,,
97049-3 ,56.6481,161.4506,Pumice lapilli,71.97,0.51,14.99,,1.86,0,0.69,2.2,4.77,2.75,0.07,0,0.05,,0.16,3.19,,96.81,,,,,,,,,,
97049-3 ,56.6481,161.4506,Pumice lapilli,72.48,0.66,14.68,,1.63,0.01,0.66,2.37,4.54,2.72,0.1,0,0.03,,0.14,1.94,,98.06,,,,,,,,,,
97049-3 ,56.6481,161.4506,Pumice lapilli,72.31,0.51,14.97,,1.76,0.05,0.66,2.19,4.68,2.7,0.02,0,0.02,,0.16,4.42,,95.58,,,,,,,,,,
97049-3 ,56.6481,161.4506,Pumice lapilli,71.99,0.34,14.96,,1.73,0.05,0.67,2.35,4.92,2.76,0.08,0,0.03,,0.16,0.68,,99.32,,,,,,,,,,
97048-9,56.6544,161.578,Pumice lapilli,72.56,0.5,14.74,,1.95,0.01,0.52,1.64,5,2.92,0.04,0,0.03,,0.12,2.58,,97.42,,,,,,,,,,
97048-9,56.6544,161.578,Pumice lapilli,72.21,0.5,14.9,,1.73,0.05,0.55,1.83,5.02,2.92,0.07,0.02,0.07,,0.18,0.61,,99.39,,,,,,,,,,
97048-9,56.6544,161.578,Pumice lapilli,72.49,0.52,14.69,,1.64,0.09,0.56,1.86,5.06,2.88,0.02,0,0.07,,0.16,0.97,,99.03,,,,,,,,,,
97048-9,56.6544,161.578,Pumice lapilli,70.83,0.54,15.09,,2.14,0.07,0.54,1.86,5.62,2.96,0.08,0.03,0.08,,0.21,0.34,,100.34,,,,,,,,,,
97048-9,56.6544,161.578,Pumice lapilli,70.6,0.57,15.51,,2.06,0.01,0.52,1.96,5.57,2.91,0.08,0.02,0.04,,0.22,0.54,,99.46,,,,,,,,,,
97048-9,56.6544,161.578,Pumice lapilli,71.51,0.54,15.35,,1.89,0.01,0.49,2,5.01,2.97,0.05,0,0.02,,0.22,1.43,,98.57,,,,,,,,,,
97049-4 ,56.6481,161.4506,Pumice lapilli,75.96,0.26,13.34,,1.22,0,0.34,1.29,4.53,2.9,0.04,0,0.01,,0.14,1.05,,98.95,,,,,,,,,,
97049-4 ,56.6481,161.4506,Pumice lapilli,76.17,0.09,13.38,,1.13,0,0.36,1.32,4.41,3.01,0.01,0,0.01,,0.15,3.95,,96.05,,,,,,,,,,
97049-4 ,56.6481,161.4506,Pumice lapilli,76.03,0.15,13.44,,1.15,0,0.3,1.36,4.53,2.87,0.04,0,0.02,,0.14,1.99,,98.01,,,,,,,,,,
97049-4 ,56.6481,161.4506,Pumice lapilli,75.89,0.18,13.23,,1.32,0.15,0.32,1.28,4.44,3.02,0.03,0,0.02,,0.15,2.35,,97.65,,,,,,,,,,
97049-4 ,56.6481,161.4506,Pumice lapilli,76.18,0.2,13.42,,1.18,0,0.29,1.37,4.2,2.99,0.04,0,0.02,,0.16,1.67,,98.33,,,,,,,,,,
97049-4 ,56.6481,161.4506,Pumice lapilli,75.79,0.31,13.43,,1.27,0.05,0.33,1.28,4.49,2.84,0.05,0,0.04,,0.16,1.44,,98.56,,,,,,,,,,
97049-4 ,56.6481,161.4506,Pumice lapilli,75.82,0.19,13.43,,1.27,0.02,0.32,1.33,4.38,3.06,0.06,0,0.01,,0.14,1.53,,98.47,,,,,,,,,,
97049-4 ,56.6481,161.4506,Pumice lapilli,75.72,0.33,13.61,,1.09,0.03,0.3,1.29,4.5,2.99,0.03,0,0.01,,0.13,1.99,,98.01,,,,,,,,,,
97049-4 ,56.6481,161.4506,Pumice lapilli,76.12,0.14,13.46,,1.09,0.01,0.29,1.29,4.35,3.05,0.05,0,0.01,,0.17,1.75,,98.25,,,,,,,,,,
97049-4 ,56.6481,161.4506,Pumice lapilli,75.82,0.34,13.51,,1.3,0,0.28,1.25,4.43,2.92,0.02,0,0.01,,0.16,1.24,,98.76,,,,,,,,,,
